Raw Weather Data for La Canada Flintridge, CA
	Maximum Daily Temperature
1996-01-09	75.9	BURBANK-GLENDALE-PAS
1996-01-10	52.9	MOUNT WILSON
1996-01-11	83.8	BURBANK-GLENDALE-PAS
1996-01-12	61.9	MOUNT WILSON
1996-01-13	79.9	BURBANK-GLENDALE-PAS
1996-01-14	61.0	MOUNT WILSON
1996-01-15	59.0	MOUNT WILSON
1996-01-16	61.0	MOUNT WILSON
1996-01-17	63.0	BURBANK-GLENDALE-PAS
1996-01-18	47.8	MOUNT WILSON
1996-01-19	47.8	MOUNT WILSON
1996-01-20	66.9	BURBANK-GLENDALE-PAS
1996-01-21	65.8	BURBANK-GLENDALE-PAS
1996-01-22	36.9	MOUNT WILSON
1996-01-23	37.9	MOUNT WILSON
1996-01-24	41.0	MOUNT WILSON
1996-01-25	41.9	MOUNT WILSON
1996-01-26	61.9	BURBANK-GLENDALE-PAS
1996-01-27	59.9	BURBANK-GLENDALE-PAS
1996-01-28	41.9	MOUNT WILSON
1996-01-29	45.9	MOUNT WILSON
1996-01-30	50.9	MOUNT WILSON
1996-01-31	41.9	MOUNT WILSON
1996-02-01	41.9	MOUNT WILSON
1996-02-02	61.9	BURBANK-GLENDALE-PAS
1996-02-03	41.0	MOUNT WILSON
1996-02-04	72.0	BURBANK-GLENDALE-PAS
1996-02-05	54.9	MOUNT WILSON
1996-02-06	52.0	MOUNT WILSON
1996-02-07	61.9	MOUNT WILSON
1996-02-08	68.0	MOUNT WILSON
1996-02-09	68.0	MOUNT WILSON
1996-02-10	55.9	MOUNT WILSON
1996-02-11	70.9	BURBANK-GLENDALE-PAS
1996-02-12	57.9	MOUNT WILSON
1996-02-13	50.9	MOUNT WILSON
1996-02-14	56.8	MOUNT WILSON
1996-02-15	57.9	MOUNT WILSON
1996-02-16	54.0	MOUNT WILSON
1996-02-17	70.9	BURBANK-GLENDALE-PAS
1996-02-18	63.9	MOUNT WILSON
1996-02-19	59.0	MOUNT WILSON
1996-02-20	59.0	BURBANK-GLENDALE-PAS
1996-02-21	43.9	MOUNT WILSON
1996-02-22	59.9	BURBANK-GLENDALE-PAS
1996-02-23	46.9	MOUNT WILSON
1996-02-24	52.9	MOUNT WILSON
1996-02-25	36.0	MOUNT WILSON
1996-02-26	27.0	MOUNT WILSON
1996-02-27	30.9	MOUNT WILSON
1996-02-28	32.0	MOUNT WILSON
1996-02-29	63.9	BURBANK-GLENDALE-PAS
1996-03-01	45.0	MOUNT WILSON
1996-03-02	52.0	MOUNT WILSON
1996-03-03	54.9	MOUNT WILSON
1996-03-04	52.9	MOUNT WILSON
1996-03-05	41.9	MOUNT WILSON
1996-03-06	43.9	MOUNT WILSON
1996-03-07	77.9	BURBANK-GLENDALE-PAS
1996-03-08	83.8	BURBANK-GLENDALE-PAS
1996-03-09	61.0	MOUNT WILSON
1996-03-10	59.9	MOUNT WILSON
1996-03-11	68.9	BURBANK-GLENDALE-PAS
1996-03-12	45.0	MOUNT WILSON
1996-03-13	59.0	BURBANK-GLENDALE-PAS
1996-03-14	64.9	BURBANK-GLENDALE-PAS
1996-03-15	48.9	MOUNT WILSON
1996-03-16	56.8	MOUNT WILSON
1996-03-17	63.9	MOUNT WILSON
1996-03-18	66.9	MOUNT WILSON
1996-03-19	66.9	MOUNT WILSON
1996-03-20	65.8	MOUNT WILSON
1996-03-21	64.9	MOUNT WILSON
1996-03-22	65.8	BURBANK-GLENDALE-PAS
1996-03-23	45.9	MOUNT WILSON
1996-03-24	68.0	BURBANK-GLENDALE-PAS
1996-03-25	63.9	BURBANK-GLENDALE-PAS
1996-03-26	45.9	MOUNT WILSON
1996-03-27	54.9	MOUNT WILSON
1996-03-28	52.0	MOUNT WILSON
1996-03-29	63.9	BURBANK-GLENDALE-PAS
1996-03-30	52.0	MOUNT WILSON
1996-03-31	56.8	MOUNT WILSON
1996-04-01	57.9	MOUNT WILSON
1996-04-02	68.0	BURBANK-GLENDALE-PAS
1996-04-03	47.8	MOUNT WILSON
1996-04-04	83.8	BURBANK-GLENDALE-PAS
1996-04-05	55.9	MOUNT WILSON
1996-04-06	86.9	BURBANK-GLENDALE-PAS
1996-04-07	68.0	MOUNT WILSON
1996-04-08	82.9	BURBANK-GLENDALE-PAS
1996-04-09	72.0	BURBANK-GLENDALE-PAS
1996-04-10	54.0	MOUNT WILSON
1996-04-11	52.0	MOUNT WILSON
1996-04-12	73.9	BURBANK-GLENDALE-PAS
1996-04-13	54.9	MOUNT WILSON
1996-04-14	82.9	BURBANK-GLENDALE-PAS
1996-04-15	82.9	BURBANK-GLENDALE-PAS
1996-04-16	79.0	BURBANK-GLENDALE-PAS
1996-04-17	66.9	BURBANK-GLENDALE-PAS
1996-04-18	45.0	MOUNT WILSON
1996-04-19	54.0	MOUNT WILSON
1996-04-20	50.0	MOUNT WILSON
1996-04-21	70.0	BURBANK-GLENDALE-PAS
1996-04-22	59.0	MOUNT WILSON
1996-04-23	90.0	BURBANK-GLENDALE-PAS
1996-04-24	72.0	MOUNT WILSON
1996-04-25	70.9	MOUNT WILSON
1996-04-26	91.9	BURBANK-GLENDALE-PAS
1996-04-27	75.9	MOUNT WILSON
1996-04-28	86.0	BURBANK-GLENDALE-PAS
1996-04-29	68.0	MOUNT WILSON
1996-04-30	92.8	BURBANK-GLENDALE-PAS
1996-05-01	73.9	MOUNT WILSON
1996-05-02	84.9	BURBANK-GLENDALE-PAS
1996-05-03	70.9	MOUNT WILSON
1996-05-04	70.9	MOUNT WILSON
1996-05-05	79.9	BURBANK-GLENDALE-PAS
1996-05-06	66.9	MOUNT WILSON
1996-05-07	64.9	MOUNT WILSON
1996-05-08	64.9	MOUNT WILSON
1996-05-09	63.9	MOUNT WILSON
1996-05-10	70.0	MOUNT WILSON
1996-05-11	77.9	MOUNT WILSON
1996-05-12	81.0	MOUNT WILSON
1996-05-13	77.0	MOUNT WILSON
1996-05-14	72.9	MOUNT WILSON
1996-05-15	66.9	MOUNT WILSON
1996-05-16	72.9	BURBANK-GLENDALE-PAS
1996-05-17	66.9	MOUNT WILSON
1996-05-18	77.9	BURBANK-GLENDALE-PAS
1996-05-19	63.0	MOUNT WILSON
1996-05-20	56.8	MOUNT WILSON
1996-05-21	64.9	MOUNT WILSON
1996-05-22	64.9	MOUNT WILSON
1996-05-23	61.0	MOUNT WILSON
1996-05-24	72.0	BURBANK-GLENDALE-PAS
1996-05-25	68.9	BURBANK-GLENDALE-PAS
1996-05-26	72.0	BURBANK-GLENDALE-PAS
1996-05-27	68.0	BURBANK-GLENDALE-PAS
1996-05-28	75.9	BURBANK-GLENDALE-PAS
1996-05-29	63.9	MOUNT WILSON
1996-05-30	55.9	MOUNT WILSON
1996-05-31	79.0	BURBANK-GLENDALE-PAS
1996-06-01	73.9	MOUNT WILSON
1996-06-02	95.9	BURBANK-GLENDALE-PAS
1996-06-03	83.8	MOUNT WILSON
1996-06-04	86.0	MOUNT WILSON
1996-06-05	84.9	BURBANK-GLENDALE-PAS
1996-06-06	77.9	MOUNT WILSON
1996-06-07	81.9	BURBANK-GLENDALE-PAS
1996-06-08	81.0	MOUNT WILSON
1996-06-09	79.0	MOUNT WILSON
1996-06-10	77.9	MOUNT WILSON
1996-06-11	72.0	MOUNT WILSON
1996-06-12	77.9	BURBANK-GLENDALE-PAS
1996-06-13	70.9	MOUNT WILSON
1996-06-14	79.9	BURBANK-GLENDALE-PAS
1996-06-15	72.9	MOUNT WILSON
1996-06-16	72.9	MOUNT WILSON
1996-06-17	70.0	MOUNT WILSON
1996-06-18	74.8	MOUNT WILSON
1996-06-19	84.9	BURBANK-GLENDALE-PAS
1996-06-20	83.8	BURBANK-GLENDALE-PAS
1996-06-21	70.0	MOUNT WILSON
1996-06-22	64.9	MOUNT WILSON
1996-06-23	77.0	BURBANK-GLENDALE-PAS
1996-06-24	73.9	MOUNT WILSON
1996-06-25	79.0	BURBANK-GLENDALE-PAS
1996-06-26	54.0	MOUNT WILSON
1996-06-27	48.9	MOUNT WILSON
1996-06-28	64.9	MOUNT WILSON
1996-06-29	73.9	MOUNT WILSON
1996-06-30	79.0	MOUNT WILSON
1996-07-01	102.2	BURBANK-GLENDALE-PAS
1996-07-02	100.4	BURBANK-GLENDALE-PAS
1996-07-03	82.4	MOUNT WILSON
1996-07-04	91.4	BURBANK-GLENDALE-PAS
1996-07-05	91.4	BURBANK-GLENDALE-PAS
1996-07-06	93.2	BURBANK-GLENDALE-PAS
1996-07-07	86.0	BURBANK-GLENDALE-PAS
1996-07-08	80.6	BURBANK-GLENDALE-PAS
1996-07-09	84.2	BURBANK-GLENDALE-PAS
1996-07-10	86.0	BURBANK-GLENDALE-PAS
1996-07-11	75.2	MOUNT WILSON
1996-07-12	84.2	BURBANK-GLENDALE-PAS
1996-07-13	78.8	MOUNT WILSON
1996-07-14	80.6	BURBANK-GLENDALE-PAS
1996-07-15	82.4	BURBANK-GLENDALE-PAS
1996-07-16	78.8	BURBANK-GLENDALE-PAS
1996-07-17	78.8	BURBANK-GLENDALE-PAS
1996-07-18	86.0	BURBANK-GLENDALE-PAS
1996-07-19	89.6	BURBANK-GLENDALE-PAS
1996-07-20	91.4	BURBANK-GLENDALE-PAS
1996-07-21	82.4	MOUNT WILSON
1996-07-22	91.4	BURBANK-GLENDALE-PAS
1996-07-23	87.8	BURBANK-GLENDALE-PAS
1996-07-24	86.0	MOUNT WILSON
1996-07-25	89.6	MOUNT WILSON
1996-07-26	96.8	BURBANK-GLENDALE-PAS
1996-07-27	91.4	BURBANK-GLENDALE-PAS
1996-07-28	95.0	BURBANK-GLENDALE-PAS
1996-07-29	98.6	BURBANK-GLENDALE-PAS
1996-07-30	96.8	BURBANK-GLENDALE-PAS
1996-07-31	84.2	MOUNT WILSON
1996-08-01	84.2	MOUNT WILSON
1996-08-02	86.0	BURBANK-GLENDALE-PAS
1996-08-03	80.6	BURBANK-GLENDALE-PAS
1996-08-04	78.8	BURBANK-GLENDALE-PAS
1996-08-05	78.8	BURBANK-GLENDALE-PAS
1996-08-06	78.8	BURBANK-GLENDALE-PAS
1996-08-07	82.4	BURBANK-GLENDALE-PAS
1996-08-08	100.4	BURBANK-GLENDALE-PAS
1996-08-09	95.0	BURBANK-GLENDALE-PAS
1996-08-10	91.4	BURBANK-GLENDALE-PAS
1996-08-11	91.4	BURBANK-GLENDALE-PAS
1996-08-12	96.8	BURBANK-GLENDALE-PAS
1996-08-13	98.6	BURBANK-GLENDALE-PAS
1996-08-14	95.0	BURBANK-GLENDALE-PAS
1996-08-15	86.0	MOUNT WILSON
1996-08-16	82.4	MOUNT WILSON
1996-08-17	87.8	BURBANK-GLENDALE-PAS
1996-08-18	80.6	BURBANK-GLENDALE-PAS
1996-08-19	82.4	BURBANK-GLENDALE-PAS
1996-08-20	89.6	BURBANK-GLENDALE-PAS
1996-08-21	93.2	BURBANK-GLENDALE-PAS
1996-08-22	77.0	MOUNT WILSON
1996-08-23	98.6	BURBANK-GLENDALE-PAS
1996-08-24	98.6	BURBANK-GLENDALE-PAS
1996-08-25	100.4	BURBANK-GLENDALE-PAS
1996-08-26	84.2	MOUNT WILSON
1996-08-27	78.8	MOUNT WILSON
1996-08-28	98.6	BURBANK-GLENDALE-PAS
1996-08-29	104.0	BURBANK-GLENDALE-PAS
1996-08-30	87.8	MOUNT WILSON
1996-08-31	93.2	BURBANK-GLENDALE-PAS
1996-09-01	89.6	BURBANK-GLENDALE-PAS
1996-09-02	86.0	BURBANK-GLENDALE-PAS
1996-09-03	84.2	BURBANK-GLENDALE-PAS
1996-09-04	86.0	BURBANK-GLENDALE-PAS
1996-09-05	86.0	BURBANK-GLENDALE-PAS
1996-09-06	89.6	BURBANK-GLENDALE-PAS
1996-09-07	73.4	MOUNT WILSON
1996-09-08	91.4	BURBANK-GLENDALE-PAS
1996-09-09	91.4	BURBANK-GLENDALE-PAS
1996-09-10	93.2	BURBANK-GLENDALE-PAS
1996-09-11	75.2	MOUNT WILSON
1996-09-12	84.2	BURBANK-GLENDALE-PAS
1996-09-13	66.2	MOUNT WILSON
1996-09-14	77.0	BURBANK-GLENDALE-PAS
1996-09-15	77.0	BURBANK-GLENDALE-PAS
1996-09-16	75.2	BURBANK-GLENDALE-PAS
1996-09-17	64.4	MOUNT WILSON
1996-09-18	80.6	BURBANK-GLENDALE-PAS
1996-09-19	89.6	BURBANK-GLENDALE-PAS
1996-09-20	87.8	BURBANK-GLENDALE-PAS
1996-09-21	86.0	BURBANK-GLENDALE-PAS
1996-09-22	77.0	BURBANK-GLENDALE-PAS
1996-09-23	80.6	BURBANK-GLENDALE-PAS
1996-09-24	75.2	BURBANK-GLENDALE-PAS
1996-09-25	75.2	BURBANK-GLENDALE-PAS
1996-09-26	71.6	BURBANK-GLENDALE-PAS
1996-09-27	80.6	BURBANK-GLENDALE-PAS
1996-09-28	89.6	BURBANK-GLENDALE-PAS
1996-09-29	89.6	BURBANK-GLENDALE-PAS
1996-09-30	78.8	BURBANK-GLENDALE-PAS
1996-10-01	75.2	BURBANK-GLENDALE-PAS
1996-10-02	75.2	BURBANK-GLENDALE-PAS
1996-10-03	86.0	BURBANK-GLENDALE-PAS
1996-10-04	89.6	BURBANK-GLENDALE-PAS
1996-10-05	91.4	BURBANK-GLENDALE-PAS
1996-10-06	95.0	BURBANK-GLENDALE-PAS
1996-10-07	102.2	BURBANK-GLENDALE-PAS
1996-10-08	91.4	BURBANK-GLENDALE-PAS
1996-10-09	87.8	BURBANK-GLENDALE-PAS
1996-10-10	87.8	BURBANK-GLENDALE-PAS
1996-10-11	84.2	BURBANK-GLENDALE-PAS
1996-10-12	82.4	BURBANK-GLENDALE-PAS
1996-10-13	78.8	BURBANK-GLENDALE-PAS
1996-10-14	78.8	BURBANK-GLENDALE-PAS
1996-10-15	77.0	BURBANK-GLENDALE-PAS
1996-10-16	73.4	BURBANK-GLENDALE-PAS
1996-10-17	77.0	BURBANK-GLENDALE-PAS
1996-10-18	75.2	BURBANK-GLENDALE-PAS
1996-10-19	62.6	MOUNT WILSON
1996-10-20	75.2	BURBANK-GLENDALE-PAS
1996-10-21	75.2	BURBANK-GLENDALE-PAS
1996-10-22	53.6	MOUNT WILSON
1996-10-23	51.8	MOUNT WILSON
1996-10-24	73.4	BURBANK-GLENDALE-PAS
1996-10-25	71.6	BURBANK-GLENDALE-PAS
1996-10-26	46.4	MOUNT WILSON
1996-10-27	42.8	MOUNT WILSON
1996-10-28	41.0	MOUNT WILSON
1996-10-29	62.6	BURBANK-GLENDALE-PAS
1996-10-30	39.2	MOUNT WILSON
1996-10-31	37.4	MOUNT WILSON
1996-11-01	73.4	BURBANK-GLENDALE-PAS
1996-11-02	51.8	MOUNT WILSON
1996-11-03	68.0	BURBANK-GLENDALE-PAS
1996-11-04	69.8	BURBANK-GLENDALE-PAS
1996-11-05	66.2	BURBANK-GLENDALE-PAS
1996-11-06	73.4	BURBANK-GLENDALE-PAS
1996-11-07	60.8	MOUNT WILSON
1996-11-08	68.0	MOUNT WILSON
1996-11-09	68.0	MOUNT WILSON
1996-11-10	68.0	MOUNT WILSON
1996-11-11	66.2	MOUNT WILSON
1996-11-12	89.6	BURBANK-GLENDALE-PAS
1996-11-13	68.0	MOUNT WILSON
1996-11-14	71.6	BURBANK-GLENDALE-PAS
1996-11-15	50.0	MOUNT WILSON
1996-11-16	41.0	MOUNT WILSON
1996-11-17	44.6	MOUNT WILSON
1996-11-18	71.6	BURBANK-GLENDALE-PAS
1996-11-19	68.0	BURBANK-GLENDALE-PAS
1996-11-20	68.0	BURBANK-GLENDALE-PAS
1996-11-21	53.6	MOUNT WILSON
1996-11-22	50.0	MOUNT WILSON
1996-11-23	68.0	BURBANK-GLENDALE-PAS
1996-11-24	75.2	BURBANK-GLENDALE-PAS
1996-11-25	75.2	BURBANK-GLENDALE-PAS
1996-11-26	53.6	MOUNT WILSON
1996-11-27	46.4	MOUNT WILSON
1996-11-28	53.6	MOUNT WILSON
1996-11-29	64.4	BURBANK-GLENDALE-PAS
1996-11-30	48.2	MOUNT WILSON
1996-12-01	66.2	BURBANK-GLENDALE-PAS
1996-12-02	51.8	MOUNT WILSON
1996-12-03	69.8	BURBANK-GLENDALE-PAS
1996-12-04	51.8	MOUNT WILSON
1996-12-05	50.0	MOUNT WILSON
1996-12-06	62.6	BURBANK-GLENDALE-PAS
1996-12-07	68.0	BURBANK-GLENDALE-PAS
1996-12-08	60.8	MOUNT WILSON
1996-12-09	60.8	MOUNT WILSON
1996-12-10	59.0	BURBANK-GLENDALE-PAS
1996-12-11	46.4	MOUNT WILSON
1996-12-12	68.0	BURBANK-GLENDALE-PAS
1996-12-13	68.0	BURBANK-GLENDALE-PAS
1996-12-14	82.4	BURBANK-GLENDALE-PAS
1996-12-15	73.4	BURBANK-GLENDALE-PAS
1996-12-16	73.4	BURBANK-GLENDALE-PAS
1996-12-17	59.0	MOUNT WILSON
1996-12-18	69.8	BURBANK-GLENDALE-PAS
1996-12-19	53.6	MOUNT WILSON
1996-12-20	53.6	MOUNT WILSON
1996-12-21	48.2	MOUNT WILSON
1996-12-22	60.8	BURBANK-GLENDALE-PAS
1996-12-23	66.2	BURBANK-GLENDALE-PAS
1996-12-24	50.0	MOUNT WILSON
1996-12-25	73.4	BURBANK-GLENDALE-PAS
1996-12-26	64.4	BURBANK-GLENDALE-PAS
1996-12-27	41.0	MOUNT WILSON
1996-12-28	41.0	MOUNT WILSON
1996-12-29	66.2	BURBANK-GLENDALE-PAS
1996-12-30	50.0	MOUNT WILSON
1996-12-31	48.2	MOUNT WILSON
1997-01-01	64.4	BURBANK-GLENDALE-PAS
1997-01-02	62.6	BURBANK-GLENDALE-PAS
1997-01-03	68.0	BURBANK-GLENDALE-PAS
1997-01-04	44.6	MOUNT WILSON
1997-01-05	39.2	MOUNT WILSON
1997-01-06	37.4	MOUNT WILSON
1997-01-07	42.8	MOUNT WILSON
1997-01-08	46.4	MOUNT WILSON
1997-01-09	50.0	MOUNT WILSON
1997-01-10	60.8	BURBANK-GLENDALE-PAS
1997-01-11	59.0	BURBANK-GLENDALE-PAS
1997-01-12	53.6	BURBANK-GLENDALE-PAS
1997-01-13	32.0	MOUNT WILSON
1997-01-14	30.2	MOUNT WILSON
1997-01-15	35.6	MOUNT WILSON
1997-01-16	64.4	BURBANK-GLENDALE-PAS
1997-01-17	48.2	MOUNT WILSON
1997-01-18	55.4	MOUNT WILSON
1997-01-19	55.4	MOUNT WILSON
1997-01-20	46.4	MOUNT WILSON
1997-01-21	55.4	BURBANK-GLENDALE-PAS
1997-01-22	55.4	BURBANK-GLENDALE-PAS
1997-01-23	41.0	MOUNT WILSON
1997-01-24	64.4	BURBANK-GLENDALE-PAS
1997-01-25	60.8	BURBANK-GLENDALE-PAS
1997-01-26	42.8	MOUNT WILSON
1997-01-27	48.2	MOUNT WILSON
1997-01-28	75.2	BURBANK-GLENDALE-PAS
1997-01-29	78.8	BURBANK-GLENDALE-PAS
1997-01-30	51.8	MOUNT WILSON
1997-01-31	75.2	BURBANK-GLENDALE-PAS
1997-02-01	69.8	BURBANK-GLENDALE-PAS
1997-02-02	69.8	BURBANK-GLENDALE-PAS
1997-02-03	71.6	BURBANK-GLENDALE-PAS
1997-02-04	69.8	BURBANK-GLENDALE-PAS
1997-02-05	69.8	BURBANK-GLENDALE-PAS
1997-02-06	68.0	BURBANK-GLENDALE-PAS
1997-02-07	66.2	BURBANK-GLENDALE-PAS
1997-02-08	42.8	MOUNT WILSON
1997-02-09	66.2	BURBANK-GLENDALE-PAS
1997-02-10	48.2	MOUNT WILSON
1997-02-11	64.4	BURBANK-GLENDALE-PAS
1997-02-12	64.4	BURBANK-GLENDALE-PAS
1997-02-13	71.6	BURBANK-GLENDALE-PAS
1997-02-14	53.6	MOUNT WILSON
1997-02-15	57.2	MOUNT WILSON
1997-02-16	57.2	MOUNT WILSON
1997-02-17	51.8	MOUNT WILSON
1997-02-18	51.8	MOUNT WILSON
1997-02-19	86.0	BURBANK-GLENDALE-PAS
1997-02-20	80.6	BURBANK-GLENDALE-PAS
1997-02-21	51.8	MOUNT WILSON
1997-02-22	53.6	MOUNT WILSON
1997-02-23	69.8	BURBANK-GLENDALE-PAS
1997-02-24	66.2	BURBANK-GLENDALE-PAS
1997-02-25	73.4	BURBANK-GLENDALE-PAS
1997-02-26	68.0	BURBANK-GLENDALE-PAS
1997-02-27	60.8	BURBANK-GLENDALE-PAS
1997-02-28	35.6	MOUNT WILSON
1997-03-01	44.6	MOUNT WILSON
1997-03-02	48.2	MOUNT WILSON
1997-03-03	64.4	BURBANK-GLENDALE-PAS
1997-03-04	71.6	BURBANK-GLENDALE-PAS
1997-03-05	59.0	MOUNT WILSON
1997-03-06	80.6	BURBANK-GLENDALE-PAS
1997-03-07	60.8	MOUNT WILSON
1997-03-08	73.4	BURBANK-GLENDALE-PAS
1997-03-09	87.8	BURBANK-GLENDALE-PAS
1997-03-10	68.0	MOUNT WILSON
1997-03-11	68.0	MOUNT WILSON
1997-03-12	78.8	BURBANK-GLENDALE-PAS
1997-03-13	80.6	BURBANK-GLENDALE-PAS
1997-03-14	80.6	BURBANK-GLENDALE-PAS
1997-03-15	64.4	MOUNT WILSON
1997-03-16	57.2	MOUNT WILSON
1997-03-17	73.4	BURBANK-GLENDALE-PAS
1997-03-18	66.2	MOUNT WILSON
1997-03-19	68.0	MOUNT WILSON
1997-03-20	73.4	MOUNT WILSON
1997-03-21	87.8	BURBANK-GLENDALE-PAS
1997-03-22	62.6	MOUNT WILSON
1997-03-23	66.2	BURBANK-GLENDALE-PAS
1997-03-24	69.8	BURBANK-GLENDALE-PAS
1997-03-25	86.0	BURBANK-GLENDALE-PAS
1997-03-26	78.8	BURBANK-GLENDALE-PAS
1997-03-27	68.0	BURBANK-GLENDALE-PAS
1997-03-28	68.0	BURBANK-GLENDALE-PAS
1997-03-29	77.0	BURBANK-GLENDALE-PAS
1997-03-30	73.4	BURBANK-GLENDALE-PAS
1997-03-31	68.0	BURBANK-GLENDALE-PAS
1997-04-01	51.8	MOUNT WILSON
1997-04-02	66.2	BURBANK-GLENDALE-PAS
1997-04-03	71.6	BURBANK-GLENDALE-PAS
1997-04-04	66.2	BURBANK-GLENDALE-PAS
1997-04-05	62.6	BURBANK-GLENDALE-PAS
1997-04-06	68.0	BURBANK-GLENDALE-PAS
1997-04-07	69.8	BURBANK-GLENDALE-PAS
1997-04-08	55.4	MOUNT WILSON
1997-04-09	68.0	BURBANK-GLENDALE-PAS
1997-04-10	69.8	BURBANK-GLENDALE-PAS
1997-04-11	69.8	BURBANK-GLENDALE-PAS
1997-04-12	73.4	BURBANK-GLENDALE-PAS
1997-04-13	78.8	BURBANK-GLENDALE-PAS
1997-04-14	57.2	MOUNT WILSON
1997-04-15	82.4	BURBANK-GLENDALE-PAS
1997-04-16	84.2	BURBANK-GLENDALE-PAS
1997-04-17	82.4	BURBANK-GLENDALE-PAS
1997-04-18	77.0	BURBANK-GLENDALE-PAS
1997-04-19	62.6	MOUNT WILSON
1997-04-20	64.4	MOUNT WILSON
1997-04-21	68.0	MOUNT WILSON
1997-04-22	66.2	MOUNT WILSON
1997-04-23	69.8	MOUNT WILSON
1997-04-24	78.8	BURBANK-GLENDALE-PAS
1997-04-25	59.0	MOUNT WILSON
1997-04-26	64.4	MOUNT WILSON
1997-04-27	86.0	BURBANK-GLENDALE-PAS
1997-04-28	75.2	BURBANK-GLENDALE-PAS
1997-04-29	69.8	BURBANK-GLENDALE-PAS
1997-04-30	75.2	BURBANK-GLENDALE-PAS
1997-05-01	84.2	BURBANK-GLENDALE-PAS
1997-05-02	64.4	MOUNT WILSON
1997-05-03	68.0	MOUNT WILSON
1997-05-04	86.0	BURBANK-GLENDALE-PAS
1997-05-05	87.8	BURBANK-GLENDALE-PAS
1997-05-06	71.6	MOUNT WILSON
1997-05-07	71.6	MOUNT WILSON
1997-05-08	82.4	BURBANK-GLENDALE-PAS
1997-05-09	87.8	BURBANK-GLENDALE-PAS
1997-05-10	82.4	BURBANK-GLENDALE-PAS
1997-05-11	80.6	BURBANK-GLENDALE-PAS
1997-05-12	80.6	BURBANK-GLENDALE-PAS
1997-05-13	80.6	BURBANK-GLENDALE-PAS
1997-05-14	82.4	BURBANK-GLENDALE-PAS
1997-05-15	87.8	BURBANK-GLENDALE-PAS
1997-05-16	87.8	BURBANK-GLENDALE-PAS
1997-05-17	82.4	BURBANK-GLENDALE-PAS
1997-05-18	77.0	BURBANK-GLENDALE-PAS
1997-05-19	75.2	BURBANK-GLENDALE-PAS
1997-05-20	82.4	BURBANK-GLENDALE-PAS
1997-05-21	77.0	BURBANK-GLENDALE-PAS
1997-05-22	77.0	BURBANK-GLENDALE-PAS
1997-05-23	78.8	BURBANK-GLENDALE-PAS
1997-05-24	78.8	BURBANK-GLENDALE-PAS
1997-05-25	77.0	BURBANK-GLENDALE-PAS
1997-05-26	87.8	BURBANK-GLENDALE-PAS
1997-05-27	93.2	BURBANK-GLENDALE-PAS
1997-05-28	75.2	MOUNT WILSON
1997-05-29	75.2	MOUNT WILSON
1997-05-30	89.6	BURBANK-GLENDALE-PAS
1997-05-31	84.2	BURBANK-GLENDALE-PAS
1997-06-01	82.4	BURBANK-GLENDALE-PAS
1997-06-02	68.0	MOUNT WILSON
1997-06-03	80.6	BURBANK-GLENDALE-PAS
1997-06-04	68.0	MOUNT WILSON
1997-06-05	59.0	MOUNT WILSON
1997-06-06	77.0	BURBANK-GLENDALE-PAS
1997-06-07	75.2	BURBANK-GLENDALE-PAS
1997-06-08	77.0	BURBANK-GLENDALE-PAS
1997-06-09	78.8	BURBANK-GLENDALE-PAS
1997-06-10	80.6	BURBANK-GLENDALE-PAS
1997-06-11	77.0	BURBANK-GLENDALE-PAS
1997-06-12	73.4	BURBANK-GLENDALE-PAS
1997-06-13	71.6	BURBANK-GLENDALE-PAS
1997-06-14	69.8	BURBANK-GLENDALE-PAS
1997-06-15	77.0	BURBANK-GLENDALE-PAS
1997-06-16	73.4	MOUNT WILSON
1997-06-17	84.2	BURBANK-GLENDALE-PAS
1997-06-18	86.0	BURBANK-GLENDALE-PAS
1997-06-19	82.4	BURBANK-GLENDALE-PAS
1997-06-20	78.8	BURBANK-GLENDALE-PAS
1997-06-21	77.0	BURBANK-GLENDALE-PAS
1997-06-22	75.2	BURBANK-GLENDALE-PAS
1997-06-23	77.0	BURBANK-GLENDALE-PAS
1997-06-24	82.4	BURBANK-GLENDALE-PAS
1997-06-25	82.4	BURBANK-GLENDALE-PAS
1997-06-26	80.6	BURBANK-GLENDALE-PAS
1997-06-27	78.8	BURBANK-GLENDALE-PAS
1997-06-28	78.8	BURBANK-GLENDALE-PAS
1997-06-29	80.6	BURBANK-GLENDALE-PAS
1997-06-30	78.8	BURBANK-GLENDALE-PAS
1997-07-01	93.2	BURBANK-GLENDALE-PAS
1997-07-02	91.4	BURBANK-GLENDALE-PAS
1997-07-03	96.8	BURBANK-GLENDALE-PAS
1997-07-04	95.0	BURBANK-GLENDALE-PAS
1997-07-05	91.4	BURBANK-GLENDALE-PAS
1997-07-06	89.6	BURBANK-GLENDALE-PAS
1997-07-07	84.2	BURBANK-GLENDALE-PAS
1997-07-08	82.4	BURBANK-GLENDALE-PAS
1997-07-09	84.2	BURBANK-GLENDALE-PAS
1997-07-10	80.6	BURBANK-GLENDALE-PAS
1997-07-11	77.0	BURBANK-GLENDALE-PAS
1997-07-12	75.2	BURBANK-GLENDALE-PAS
1997-07-13	80.6	BURBANK-GLENDALE-PAS
1997-07-14	89.6	BURBANK-GLENDALE-PAS
1997-07-15	87.8	BURBANK-GLENDALE-PAS
1997-07-16	80.6	MOUNT WILSON
1997-07-17	86.0	BURBANK-GLENDALE-PAS
1997-07-18	84.2	BURBANK-GLENDALE-PAS
